case,min_ps,median_ps,median_lower_ps,median_upper_ps,median_confidence_ppm,ordered_samples_ps,iterations_per_sample
geometry/chain-x/64,32086734,34162244,33630612,35192857,964799,32086734;32321428;32360204;32539795;32581632;32601020;32605102;32662244;32680612;32690816;32714285;32782653;32782653;32855102;32901020;32914285;32929591;32954081;32967346;33004081;33023469;33037755;33055102;33059183;33068367;33074489;33076530;33101020;33122448;33138775;33141836;33142857;33197959;33205102;33252040;33256122;33307142;33307142;33396938;33630612;33663265;33663265;33775510;33860204;33871428;33903061;33931632;33958163;34119387;34150000;34174489;34283673;34303061;34383673;34401020;34408163;34655102;34772448;34788775;34977551;35192857;35252040;35284693;35515306;35532653;35541836;36261224;36380612;36926530;37230612;37232653;37823469;39696938;40994897;41558163;43159183;44079591;46205102;46234693;48616326;49941836;50377551;53326530;53496938;54139795;58228571;64771428;65636734;66079591;66204081;72493877;72937755;76555102;86087755;87523469;90142857;91237755;123554081;131802040;155159183,98
geometry/chain-y/64,31953684,34754736,33807368,39760000,964799,31953684;32051578;32263157;32278947;32395789;32462105;32476842;32496842;32542105;32543157;32585263;32598947;32640000;32648421;32663157;32702105;32763157;32872631;32892631;32929473;32942105;32957894;33065263;33078947;33094736;33115789;33193684;33230526;33341052;33370526;33381052;33417894;33556842;33572631;33580000;33600000;33622105;33649473;33666315;33807368;33865263;33944210;33966315;34040000;34235789;34454736;34675789;34691578;34737894;34745263;34764210;34797894;34931578;36061052;36109473;36453684;36543157;36950526;36978947;38307368;39760000;40831578;41800000;42327368;43612631;44822105;45127368;47966315;49964210;50656842;51122105;51924210;52016842;52837894;54672631;55895789;55944210;60721052;64282105;68053684;73429473;74631578;74788421;78409473;84196842;91220000;92751578;95838947;97554736;105983157;106476842;110407368;115516842;115597894;126591578;133830526;135631578;149509473;160737894;167634736,95
geometry/chain-z/64,32173958,33697395,33248958,34373958,964799,32173958;32218750;32348958;32385416;32427083;32436458;32447916;32482291;32514583;32559375;32561458;32576041;32581250;32601041;32609375;32632291;32636458;32688541;32696875;32718750;32755208;32795833;32816666;32863541;32887500;32898958;32901041;32909375;33006250;33009375;33025000;33042708;33057291;33062500;33070833;33163541;33164583;33198958;33229166;33248958;33306250;33397916;33456250;33544791;33579166;33608333;33622916;33665625;33676041;33693750;33701041;33722916;33738541;33778125;33834375;33839583;33913541;34071875;34085416;34091666;34373958;34589583;34897916;34946875;34966666;34982291;35097916;35593750;35598958;35805208;35898958;36194791;36921875;37760416;38770833;39017708;39982291;40447916;41119791;41366666;41838541;45728125;47456250;48432291;53544791;54243750;55536458;56561458;57710416;64192708;73695833;80957291;82298958;82546875;82731250;87954166;97248958;100216666;110889583;158552083,96
geometry/inverse-y/64,29497674,31326743,30580232,31958139,964799,29497674;29522093;29530232;29582558;29634883;29660465;29682558;29772093;29775581;29790697;29816279;29937209;29944186;29960465;29961627;29974418;29980232;30002325;30006976;30051162;30052325;30070930;30070930;30102325;30113953;30130232;30148837;30159302;30219767;30248837;30309302;30379069;30404651;30443023;30448837;30458139;30493023;30497674;30520930;30580232;30586046;30588372;30637209;30695348;30782558;30839534;30953488;30966279;31019767;31311627;31341860;31347674;31415116;31479069;31502325;31555813;31560465;31677906;31919767;31922093;31958139;31965116;32183720;32360465;32373255;32403488;32416279;32509302;32568604;32668604;32761627;32765116;33081395;33095348;33143023;34047674;34059302;34067441;34623255;34737209;35136046;35875581;36110465;36359302;37833720;40375581;44312790;44698837;46047674;47419767;63593023;64677906;68460465;69948837;78789534;90881395;93868604;109495348;110989534;129358139,86
geometry/inverse-x/64,29296330,30470182,30318348,31211009,964799,29296330;29435779;29455045;29531192;29577981;29656880;29675229;29689908;29712844;29729357;29755045;29759633;29775229;29787155;29813761;29814678;29859633;29868807;29869724;29899082;29913761;29929357;29929357;29940366;29942201;30009174;30031192;30074311;30078899;30093577;30144036;30145871;30153211;30183486;30233944;30234862;30254128;30287155;30300000;30318348;30324770;30325688;30340366;30348623;30381651;30397247;30416513;30417431;30417431;30446788;30493577;30727522;30733027;30834862;30857798;30858715;30861467;31018348;31055045;31117431;31211009;31516513;31580733;31580733;31596330;31668807;31773394;31853211;31884403;31920183;31978899;31986238;32068807;32223853;32366055;32518348;32524770;32708256;32901834;33373394;33762385;34505504;34655963;34896330;36516513;42027522;44388990;45828440;46974311;50516513;56422935;59346788;63791743;64581651;69670642;76388990;78368807;83026605;107399082;128572477,109
geometry/wide-serial/64,164533333,170027777,168972222,171227777,964799,164533333;165222222;165438888;165461111;165844444;166033333;166088888;166105555;166127777;166294444;166588888;166616666;166633333;166827777;166938888;166944444;167038888;167522222;167522222;167611111;167638888;167677777;167755555;167761111;167866666;168044444;168238888;168288888;168366666;168383333;168550000;168644444;168661111;168700000;168727777;168755555;168827777;168838888;168888888;168972222;169027777;169055555;169122222;169400000;169500000;169622222;169672222;169722222;169972222;170011111;170044444;170144444;170411111;170577777;170605555;170677777;170772222;170838888;170877777;170894444;171227777;171277777;171388888;171400000;171522222;171716666;171800000;171933333;171961111;172072222;172150000;172655555;172922222;173133333;173222222;173238888;173494444;173522222;173755555;173850000;173872222;173988888;175522222;176111111;176194444;177300000;179550000;179722222;181405555;181938888;182655555;183744444;185705555;188961111;190816666;191394444;193822222;199227777;202144444;208927777,18
geometry/tall-serial/64,189847619,202652380,199819047,205014285,964799,189847619;190214285;190490476;190595238;190609523;191004761;191290476;191442857;191728571;191766666;191804761;191880952;192252380;192257142;192514285;192585714;192790476;192952380;193285714;193547619;193671428;193723809;194085714;194133333;194300000;195438095;195614285;196309523;196871428;197276190;197333333;197571428;197580952;197619047;197809523;198100000;199295238;199414285;199595238;199819047;200161904;200271428;200352380;201038095;201471428;201552380;202171428;202385714;202404761;202404761;202900000;203180952;203485714;203823809;203828571;204109523;204304761;204433333;204471428;204495238;205014285;205404761;205871428;206500000;206766666;206819047;207680952;207790476;208014285;208061904;208066666;208119047;208290476;209071428;209380952;209438095;209890476;209890476;211590476;211604761;211785714;213642857;214457142;215019047;215200000;216033333;216033333;217280952;218780952;219309523;219819047;220338095;220428571;221490476;222576190;225080952;230266666;234090476;243257142;249976190,21
geometry/tall-task-quarter-mib/64,29773770,31673770,31094262,32450819,964799,29773770;29800000;29950000;29957377;29997540;30096721;30103278;30125409;30142622;30153278;30216393;30221311;30223770;30253278;30280327;30291803;30309016;30315573;30326229;30339344;30349180;30357377;30414754;30454918;30500000;30529508;30531147;30581967;30668032;30672950;30713114;30717213;30735245;30735245;30857377;30863934;30892622;30894262;30901639;31094262;31146721;31309016;31476229;31503278;31521311;31540983;31554098;31617213;31666393;31672131;31675409;31727868;31818852;31871311;31875409;32109836;32112295;32118852;32141803;32390163;32450819;32477049;32478688;32528688;32531967;32702459;32803278;33261475;33643442;33793442;34162295;34563934;34643442;34717213;34791803;34804918;34890163;35021311;35311475;36309016;37241803;38368032;38615573;40566393;42779508;44237704;44258196;47120491;48327049;48699180;57684426;59382786;69104098;69991803;73295901;82834426;83294262;107598360;108478688;139918852,122
geometry/tall-task-half-mib/64,39336231,43007246,42008695,44405797,964799,39336231;39565217;39569565;39594202;39757971;39760869;39834782;39897101;39946376;40011594;40281159;40284057;40333333;40381159;40530434;40637681;40640579;40662318;40672463;40720289;40781159;40943478;40962318;41181159;41324637;41379710;41381159;41468115;41563768;41640579;41668115;41675362;41757971;41827536;41859420;41885507;41891304;41926086;41946376;42008695;42015942;42023188;42197101;42202898;42647826;42650724;42733333;42768115;42813043;42917391;43097101;43104347;43144927;43202898;43317391;43436231;43437681;43988405;44043478;44234782;44405797;44415942;44714492;44784057;44921739;44956521;45659420;45853623;45927536;46324637;46423188;47186956;47691304;47921739;47950724;48381159;49501449;49902898;51233333;51747826;53220289;53323188;53476811;57568115;66975362;70246376;71552173;72107246;79894202;80731884;81652173;83360869;84420289;85550724;88065217;96775362;99124637;103302898;134268115;141956521,69
geometry/wide-task-quarter-mib/64,39498214,41051785,40782142,41991071,964799,39498214;39516071;39642857;39687500;39692857;39816071;39867857;39900000;39903571;39912500;39987500;39989285;40050000;40064285;40080357;40119642;40169642;40187500;40225000;40276785;40285714;40351785;40378571;40391071;40405357;40405357;40458928;40469642;40551785;40567857;40573214;40614285;40632142;40637500;40658928;40671428;40717857;40739285;40755357;40782142;40817857;40817857;40835714;40851785;40869642;40948214;40957142;40967857;40982142;41012500;41091071;41189285;41198214;41314285;41391071;41483928;41501785;41637500;41835714;41942857;41991071;42010714;42207142;42380357;42394642;42403571;42826785;42903571;42937500;42976785;42987500;43141071;43196428;43341071;43344642;43592857;44844642;45567857;45950000;46416071;46732142;46796428;47442857;48528571;49630357;50173214;50308928;63380357;63476785;63691071;64012500;79250000;79298214;79710714;100580357;102473214;124873214;129860714;131994642;150933928,56
